Job number,Occupancyissueddate,BIN,Borough,Housenumber,Streetname,Block,Lot,Noofdwellingunits,Buildingoccupancygroupclassification,CofilingtypeLabel,CofO Status
321197058-01,6/27/22 14:58,3329438,Brooklyn,11,HOYT STREET,157,7501,480,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197085-01,1/28/22 10:53,3396962,Brooklyn,138,WILLOUGHBY STREET,149,7502,483,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197085-01,4/8/22 12:40,3396962,Brooklyn,138,WILLOUGHBY STREET,149,7502,483,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197218-01,2/23/22 17:12,3065317,Brooklyn,807,MANHATTAN AVENUE,2596,7501,29,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321197218-01,4/14/22 10:29,3065317,Brooklyn,807,MANHATTAN AVENUE,2596,7501,29,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321197307-01,3/9/22 11:00,3829837,Brooklyn,679,VAN SINDEREN AVENUE,3850,5,102,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197307-01,6/17/22 12:18,3829837,Brooklyn,679,VAN SINDEREN AVENUE,3850,5,102,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197316-01,3/2/22 15:16,3421816,Brooklyn,180,NEW LOTS AVENUE,3865,7501,28,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321197316-01,6/8/22 10:24,3421816,Brooklyn,180,NEW LOTS AVENUE,3865,7501,28,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197423-01,5/9/22 15:48,3081797,Brooklyn,802,HOWARD AVENUE,3565,42,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321197432-01,2/11/22 15:40,3013802,Brooklyn,14,53RD STREET,803,192,,F-2 - FACTORY/INDUSTRIAL: LOW HAZARD,Renewal Without Change,CO Issued
321197478-01,3/7/22 21:20,3421378,Brooklyn,1,CLINTON STREET,239,7501,134,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197478-01,5/17/22 15:32,3421378,Brooklyn,1,CLINTON STREET,239,7501,134,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197478-01,6/17/22 14:42,3421378,Brooklyn,1,CLINTON STREET,239,7501,134,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321197735-01,2/25/22 10:06,3002691,Brooklyn,36,SCHERMERHORN ST,270,44,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
321197735-01,5/20/22 11:34,3002691,Brooklyn,36,SCHERMERHORN ST,270,44,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321197771-01,2/1/22 9:38,3426820,Brooklyn,77,CLARKSON AVENUE,5055,73,44,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197771-01,3/25/22 14:34,3426820,Brooklyn,77,CLARKSON AVENUE,5055,73,44,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321197771-01,6/30/22 21:35,3426820,Brooklyn,77,CLARKSON AVENUE,5055,73,44,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321198324-01,1/5/22 13:34,3193014,Brooklyn,2209,EAST 5TH STREET,7132,59,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321199813-01,5/12/22 9:38,3024821,Brooklyn,9,PROSPECT PARK WEST,1068,37,44,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321201187-01,6/24/22 16:01,3021512,Brooklyn,453,6 ST,989,57,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321208670-01,3/29/22 20:42,3193664,Brooklyn,2277,WEST 1ST STREET,7151,104,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
321208670-01,6/28/22 15:22,3193664,Brooklyn,2277,WEST 1ST STREET,7151,104,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321228603-01,4/12/22 15:38,3116661,Brooklyn,123,LINDEN BLVD,5084,84,467,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321231412-01,1/26/22 20:46,3425624,Brooklyn,23,WEST STREET,2570,50,216,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321231412-01,3/22/22 14:44,3425624,Brooklyn,23,WEST STREET,2570,50,216,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321231412-01,4/26/22 14:04,3425624,Brooklyn,23,WEST STREET,2570,50,216,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321232322-01,5/9/22 16:54,3320669,Brooklyn,4508,16 AVENUE,5433,7502,,B - BUSINESS,Initial,CO Issued
321234678-01,6/14/22 16:42,3079903,Brooklyn,70A,COOPER STREET,3439,16,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321235383-01,5/16/22 12:47,3125656,Brooklyn,263,EAST 9 STREET,5361,55,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321237407-01,4/18/22 13:58,3005678,Brooklyn,532,COURT STREET,381,33,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321238264-01,1/6/22 14:27,3425443,Brooklyn,541,4 AVENUE,1047,3,134,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321238264-01,4/11/22 22:25,3425443,Brooklyn,541,4 AVENUE,1047,3,134,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321238754-01,2/8/22 13:55,3170527,Brooklyn,862,EAST 9TH STREET,6511,32,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321239913-01,1/31/22 12:08,3000088,Brooklyn,117,FRONT STREET,38,1,,B - BUSINESS,Renewal Without Change,CO Issued
321239913-01,4/20/22 9:15,3000088,Brooklyn,117,FRONT STREET,38,1,,B - BUSINESS,Renewal Without Change,CO Issued
321241535-01,6/24/22 15:40,3028800,Brooklyn,272,PROSPECT PLACE,1159,27,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321244998-01,5/16/22 16:31,3061600,Brooklyn,97,NORTH 10TH STREET,2296,12,,B - BUSINESS,Renewal Without Change,CO Issued
321246433-01,5/23/22 12:39,3080687,Brooklyn,1731,PITKIN AVE,3489,242,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321249582-01,6/10/22 10:39,3117884,Brooklyn,2351,BEDFORD AVENUE,5135,1,,B - BUSINESS,Initial,CO Issued
321254370-01,1/12/22 10:07,3345162,Brooklyn,651,FULTON STREET,2095,45,,"A-1 - ASSEMBLY: THEATERS, CONCERT HALLS",Renewal Without Change,CO Issued
321267534-01,3/30/22 22:13,3002989,Brooklyn,181,PACIFIC STREET,286,38,,M - MERCANTILE,Renewal Without Change,CO Issued
321269337-01,6/14/22 9:03,3107441,Brooklyn,317,WINTHROP ST,4819,7502,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321271360-01,2/11/22 12:41,3066944,Brooklyn,17,DIAMOND STREET,2684,30,7,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321273215-01,3/2/22 20:59,3245159,Brooklyn,801,RIEGELMAN BOARDWALK,8697,8,,A-3 - ASSEMBLY: OTHER,Initial,CO Issued
321273215-01,5/23/22 15:49,3245159,Brooklyn,801,RIEGELMAN BOARDWALK,8697,8,,A-3 - ASSEMBLY: OTHER,Final,CO Issued
321274009-01,3/24/22 12:06,3000176,Brooklyn,240,JAY STREET,86,7501,,E - EDUCATIONAL,Renewal Without Change,CO Issued
321274009-01,6/21/22 13:03,3000176,Brooklyn,240,JAY STREET,86,7501,,E - EDUCATIONAL,Renewal Without Change,CO Issued
321278906-01,5/19/22 9:16,3000671,Brooklyn,388,STATE STREET,177,28,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321282072-01,2/14/22 14:15,3063457,Brooklyn,801,DRIGGS AVE,2446,72,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321282072-01,5/10/22 16:07,3063457,Brooklyn,801,DRIGGS AVE,2446,72,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321282330-01,5/11/22 16:16,3106949,Brooklyn,595,NEW YORK AVENUE,4802,1,16,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321286390-01,6/22/22 9:08,3044492,Brooklyn,236,LEWIS  AVE,1629,40,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321289100-01,4/13/22 12:32,3139795,Brooklyn,1333,56TH STREET,5684,7502,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321291188-01,1/5/22 14:24,3048421,Brooklyn,687,MYRTLE AVENUE,1734,41,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321295237-01,6/24/22 10:55,3421819,Brooklyn,1477,GREENE AVENUE,3291,38,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321297949-01,2/15/22 11:49,3187341,Brooklyn,143,BAY 47 STREET,6915,186,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321298804-01,6/8/22 14:13,3142032,Brooklyn,1270,64 STREET,5746,36,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321300105-01,5/2/22 14:21,3421454,Brooklyn,692,EAST 38TH STREET,4984,14,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321300114-01,5/11/22 14:47,3421455,Brooklyn,694,EAST 38TH STREET,4984,15,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321300123-01,4/6/22 14:30,3421456,Brooklyn,696,EAST 38TH STREET,4984,17,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321310149-01,6/15/22 21:30,3428609,Brooklyn,27,HILL STREET,4165,45,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321313075-01,4/20/22 9:07,3056790,Brooklyn,422,GRAND AV,1981,56,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321313690-01,2/10/22 12:54,3336123,Brooklyn,300,SHEFFIELD AVE,3753,8,,S-1 - STORAGE: MODERATE HAZARD,Renewal Without Change,CO Issued
321313690-01,3/21/22 14:34,3336123,Brooklyn,300,SHEFFIELD AVE,3753,8,,S-1 - STORAGE: MODERATE HAZARD,Final,CO Issued
321316535-01,1/5/22 12:25,3002821,Brooklyn,13,DEAN STREET,279,11,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321317963-01,1/5/22 10:09,3007687,Brooklyn,305,3 AVENUE,454,5,,E - EDUCATIONAL,Renewal Without Change,CO Issued
321317963-01,3/15/22 12:59,3007687,Brooklyn,305,3 AVENUE,454,5,,E - EDUCATIONAL,Renewal Without Change,CO Issued
321317963-01,6/29/22 16:37,3007687,Brooklyn,305,3 AVENUE,454,5,,E - EDUCATIONAL,Renewal Without Change,CO Issued
321324349-01,3/17/22 11:58,3421597,Brooklyn,905,CORTELYOU ROAD,5378,51,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
321324358-01,3/4/22 11:56,3421596,Brooklyn,903,CORTELYOU ROAD,5378,52,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321324358-01,6/29/22 15:15,3421596,Brooklyn,903,CORTELYOU ROAD,5378,52,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321324367-01,1/19/22 14:18,3425040,Brooklyn,909,CORTELYOU ROAD,5378,50,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321326203-01,6/3/22 10:40,3175603,Brooklyn,1625,W 6 ST,6626,68,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321326301-01,2/11/22 15:31,3029544,Brooklyn,840,WASHINGTON AVE,1176,98,13,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321326301-01,5/24/22 14:26,3029544,Brooklyn,840,WASHINGTON AVE,1176,98,13,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321326329-01,1/14/22 14:35,3395923,Brooklyn,551,39 STREET,903,146,,B - BUSINESS,Renewal Without Change,CO Issued
321327444-01,1/3/22 16:54,3057616,Brooklyn,304,ST JAMES PLACE,2013,63,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321327444-01,2/4/22 11:39,3057616,Brooklyn,304,ST JAMES PLACE,2013,63,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321354128-01,2/1/22 17:00,3107077,Brooklyn,591,RUTLAND ROAD,4804,58,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321354137-01,2/14/22 11:47,3107076,Brooklyn,593,RUTLAND ROAD,4804,57,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321356064-01,5/2/22 10:46,3191856,Brooklyn,2130,EAST 5 STREET,7107,19,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321357839-01,1/10/22 11:25,3002008,Brooklyn,195,MONTAGUE STREET,244,7501,,B - BUSINESS,Renewal Without Change,CO Issued
321357839-01,3/18/22 15:38,3002008,Brooklyn,195,MONTAGUE STREET,244,7501,,B - BUSINESS,Renewal Without Change,CO Issued
321357839-01,6/23/22 10:52,3002008,Brooklyn,195,MONTAGUE STREET,244,7501,,B - BUSINESS,Renewal Without Change,CO Issued
321358268-01,2/1/22 15:00,3421742,Brooklyn,524,OCEAN VIEW AVE,8675,76,27,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321358268-01,4/26/22 11:38,3421742,Brooklyn,524,OCEAN VIEW AVE,8675,76,27,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321362976-01,2/4/22 11:15,3044710,Brooklyn,101,PATCHEN AV,1638,5,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321364046-01,1/14/22 10:09,3018898,Brooklyn,45,PARK PLACE,938,61,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321366669-01,1/11/22 11:23,3426918,Brooklyn,846,MONROE STREET,1481,26,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321368300-01,4/25/22 15:29,3055154,Brooklyn,978,KENT AVENUE,1925,56,12,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321376051-01,5/18/22 16:41,3050566,Brooklyn,206,LEXINGTON AVENUE,1802,7504,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321376346-01,3/4/22 16:18,3047388,Brooklyn,418A,LEWIS AVENUE,1679,37,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383043-01,2/9/22 9:21,3223073,Brooklyn,5200,KINGS HIGHWAY,7969,9,0,B - BUSINESS,Renewal Without Change,CO Issued
321383043-01,5/20/22 10:39,3223073,Brooklyn,5200,KINGS HIGHWAY,7969,9,0,B - BUSINESS,Renewal Without Change,CO Issued
321383089-01,2/4/22 15:47,3329929,Brooklyn,103,NORTH 10TH STREET,2296,7501,39,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383123-01,4/13/22 9:49,3030805,Brooklyn,907,ST MARKS AVE,1223,5,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321383196-01,3/10/22 13:25,3064042,Brooklyn,149,GREEN STREET,2512,55,9,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321383196-01,3/29/22 22:00,3064042,Brooklyn,149,GREEN STREET,2512,55,9,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321383249-01,1/25/22 9:24,3329410,Brooklyn,168,PLYMOUTH STREET,30,7501,46,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383249-01,4/4/22 15:51,3329410,Brooklyn,168,PLYMOUTH STREET,30,7501,46,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383249-01,6/10/22 12:32,3329410,Brooklyn,168,PLYMOUTH STREET,30,7501,46,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383258-01,6/22/22 20:35,3099067,Brooklyn,578,COZINE AVENUE,4561,1,,S-1 - STORAGE: MODERATE HAZARD,Final,CO Issued
321383329-01,5/10/22 11:28,3077274,Brooklyn,215,CORNELIA ST,3376,48,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321383338-01,3/1/22 11:48,3426086,Brooklyn,3,CROSBY AVENUE,3884,229,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321383383-01,2/18/22 11:54,3427017,Brooklyn,1089,PRESIDENT STREET,1274,2,60,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321383383-01,3/25/22 14:28,3427017,Brooklyn,1089,PRESIDENT STREET,1274,2,60,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321383383-01,6/17/22 16:02,3427017,Brooklyn,1089,PRESIDENT STREET,1274,2,60,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321383454-01,3/15/22 10:38,3006658,Brooklyn,40,DOUGLASS STREET,414,7501,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321383533-01,2/28/22 10:34,3426146,Brooklyn,2760,WEST 33RD STREET,6979,101,200,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383533-01,5/2/22 14:48,3426146,Brooklyn,2760,WEST 33RD STREET,6979,101,200,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383542-01,3/18/22 10:54,3058049,Brooklyn,85,CARLTON AVENUE,2044,7505,7,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321383579-01,4/6/22 15:57,3426365,Brooklyn,64,SCHOLES STREET,3041,9,65,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321383579-01,6/17/22 12:23,3426365,Brooklyn,64,SCHOLES STREET,3041,9,65,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321383622-01,2/4/22 16:29,3078589,Brooklyn,1109,HALSEY STREET,3403,56,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321383631-01,4/18/22 21:11,3001093,Brooklyn,374,PACIFIC STREET,189,28,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321383695-01,2/3/22 23:34,3074693,Brooklyn,54,HIMROD ST,3275,16,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321383695-01,5/3/22 15:14,3074693,Brooklyn,54,HIMROD ST,3275,7501,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383702-01,3/9/22 11:58,3428706,Brooklyn,50,PENNSYLVANIA AVE,3669,22,218,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383702-01,5/31/22 12:12,3428706,Brooklyn,62,PENNSYLVANIA AVENUE,3669,22,218,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383766-01,1/27/22 15:00,3323647,Brooklyn,1425,FULTON STREET,1854,49,26,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383766-01,4/19/22 12:35,3323647,Brooklyn,1425,FULTON STREET,1854,49,26,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383775-01,2/25/22 16:18,3054204,Brooklyn,378,FLUSHING AVENUE,1884,48,122,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383775-01,4/18/22 12:50,3054204,Brooklyn,378,FLUSHING AVENUE,1884,48,122,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383775-01,6/28/22 10:38,3054204,Brooklyn,378,FLUSHING AVENUE,1884,48,122,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383784-01,1/25/22 9:57,3054203,Brooklyn,33,LITTLE NASSAU STREET,1884,40,86,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321383784-01,2/24/22 16:56,3054203,Brooklyn,33,LITTLE NASSAU STREET,1884,40,86,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321383784-01,4/13/22 10:31,3054203,Brooklyn,33,LITTLE NASSAU STREET,1884,40,86,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383784-01,6/28/22 15:55,3054203,Brooklyn,33,LITTLE NASSAU STREET,1884,40,86,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383917-01,3/10/22 15:51,3426596,Brooklyn,266,7TH STREET,998,12,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321383917-01,6/10/22 11:19,3426596,Brooklyn,266,7 STREET,998,12,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321384122-01,4/20/22 13:03,3078064,Brooklyn,476,IRVING AVE,3392,42,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321384140-01,1/7/22 10:17,3327047,Brooklyn,96,NEW LOTS AVENUE,3862,1,118,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321384140-01,3/9/22 15:35,3327047,Brooklyn,96,NEW LOTS AVENUE,3862,1,118,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321384140-01,6/8/22 15:01,3327047,Brooklyn,96,NEW LOTS AVENUE,3862,1,118,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321384523-01,2/25/22 10:16,3426617,Brooklyn,55,BAY STREET,591,1,0,S-1 - STORAGE: MODERATE HAZARD,Renewal Without Change,CO Issued
321384523-01,5/4/22 15:00,3426617,Brooklyn,55,BAY STREET,591,1,0,S-1 - STORAGE: MODERATE HAZARD,Renewal With Change,CO Issued
321384550-01,2/28/22 11:10,3329952,Brooklyn,177,NORTH 7TH STREET,2320,7502,4,M - MERCANTILE,Renewal Without Change,CO Issued
321384550-01,5/18/22 14:40,3329952,Brooklyn,177,NORTH 7TH STREET,2320,7502,4,M - MERCANTILE,Renewal Without Change,CO Issued
321384578-01,3/15/22 11:47,3429273,Brooklyn,308,LIVINGSTON STREET,166,25,160,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321384578-01,5/3/22 14:26,3429273,Brooklyn,308,LIVINGSTON STREET,166,25,160,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321384578-01,6/14/22 9:29,3429273,Brooklyn,308,LIVINGSTON STREET,166,25,160,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321384630-01,2/17/22 12:44,3054579,Brooklyn,66,STEUBEN STREET,1893,31,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321384630-01,5/17/22 10:48,3054579,Brooklyn,66,STEUBEN STREET,1893,31,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321384694-01,5/16/22 16:29,3058813,Brooklyn,10,SOUTH PORTLAND AVENUE,2099,47,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321384783-01,5/27/22 11:27,3056489,Brooklyn,10,QUINCY ST,1972,1,46,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321384827-01,6/2/22 16:28,3140573,Brooklyn,928,58 STREET,5701,19,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321384916-01,1/14/22 16:07,3426687,Brooklyn,520,HART ST,3225,18,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321385032-01,5/11/22 11:26,3414286,Brooklyn,1021,BEDFORD AVENUE,1788,5,15,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321385032-01,6/9/22 15:09,3414286,Brooklyn,1021,BEDFORD AVENUE,1788,5,15,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321385078-01,3/10/22 12:08,3429057,Brooklyn,26,QUINCY STREET,1972,10,43,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321385238-01,2/28/22 9:50,3426449,Brooklyn,234,EXETER STREET,8742,94,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321385256-01,2/25/22 12:42,3426450,Brooklyn,232,EXETER STREET,8742,95,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321385407-01,2/23/22 17:20,3023919,Brooklyn,552,5TH AVENUE,1047,39,0,M - MERCANTILE,Final,CO Issued
321385498-01,2/1/22 15:25,3426466,Brooklyn,1,BELL SLIP,2472,200,414,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321385498-01,3/25/22 11:07,3426466,Brooklyn,1,BELL SLIP,2472,200,414,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321385498-01,4/7/22 12:57,3426466,Brooklyn,1,BELL SLIP,2472,200,414,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321385577-01,3/7/22 16:31,3015153,Brooklyn,770,55 STREET,834,34,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321385620-01,2/18/22 9:14,3154221,Brooklyn,8902,5TH AVENUE,6066,26,,B - BUSINESS,Renewal Without Change,CO Issued
321385620-01,5/20/22 15:02,3154221,Brooklyn,8902,5TH AVENUE,6066,26,,B - BUSINESS,Renewal Without Change,CO Issued
321385719-01,2/4/22 14:59,3012250,Brooklyn,465,48 ST,765,48,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321385979-01,2/17/22 9:17,3427235,Brooklyn,625,WARREN STREET,934,7512,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321386077-01,4/25/22 11:31,3819684,Brooklyn,173,JOHNSON AVE,3061,25,52,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321386086-01,1/14/22 13:36,3323023,Brooklyn,206,POWERS STREET,2783,7502,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321386148-01,4/27/22 13:06,3026316,Brooklyn,578,11TH ST,1097,12,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
