BBL,BORO,BOROUGH,BLOCK,LOT,CD,HOUSE NUMBER,STREET NAME,ALTERNATE ADDRESS,PARCEL NAME,AGENCY,PRIMARY USE CODE,PRIMARY USE TEXT,OWNER,OWNED/LEASED,U-F-USE-CODE,U-F-USE-TEXT,U-A-USE-CODE,U-A-USE-TEXT,USE STATUS,X COORD,Y COORD,
3072740042,3,BROOKLYN,07274,0042,313,,WEST BRIGHTON BEACH AVE,WEST BRIGHTON BEACH AVE,PS 370 PLAYGROUND (JOP),EDUC,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0992575,0149511,
3072740042,3,BROOKLYN,07274,0042,313,,WEST BRIGHTON BEACH AVE,WEST BRIGHTON BEACH AVE,PS 370 PLAYGROUND (JOP),PARKS,0440,PARK,C,O,,,,,C,0992575,0149511,
3072740107,3,BROOKLYN,07274,0107,313,3001,WEST    2 STREET,3001 WEST    2 STREET,PS 370,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0992618,0149752,
3072790124,3,BROOKLYN,07279,0124,313,,WEST 8TH STREET,WEST 8TH STREET,SUBSTATION,MTA,0862,TRANSIT SUBSTATION,C,O,,,,,C,0991229,0149413,
3072790162,3,BROOKLYN,07279,0162,313,2847,WEST 8 STREET,2847 WEST 8 STREET,CONEY ISLAND SNAP,HRA,0100,OFFICE,P,L,,,,,C,0990969,0149998,
3072790277,3,BROOKLYN,07279,0277,313,,WEST 8 STREET,WEST 8 STREET,BRIGHTON BCH.CULVER LINE STA./,MTA,0861,TRANSIT WAY,C,O,,,,,C,0991014,0149193,
3072790290,3,BROOKLYN,07279,0290,313,2929,WEST    8 STREET,2929 WEST    8 STREET,ENG 245 LAD 161 BAT 43  PCT 60,FIRE,0520,FIREHOUSE,C,O,,,,,C,0990895,0149259,
3072790290,3,BROOKLYN,07279,0290,313,2929,WEST    8 STREET,2929 WEST    8 STREET,ENG 245 LAD 161 BAT 43  PCT 60,NYPD,0510,POLICE STATION,C,O,,,,,C,0990895,0149259,
3072810001,3,BROOKLYN,07281,0001,313,2951,WEST    3 STREET,2951 WEST    3 STREET,PS 100,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0992351,0149706,
3072810210,3,BROOKLYN,07281,0210,313,2951,WEST    3 STREET,2951 WEST    3 STREET,PLAYGROUND FOR PS 100 (JOP),EDUC,0431,PLAYGROUND,C,O,,,,,C,0992323,0149491,
3072810210,3,BROOKLYN,07281,0210,313,2951,WEST    3 STREET,2951 WEST    3 STREET,PLAYGROUND FOR PS 100 (JOP),PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0992323,0149491,
3072910030,3,BROOKLYN,07291,0030,315,1970,HOMECREST AVENUE,1970 HOMECREST AVENUE,PS 153 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0995345,0158300,
3073460029,3,BROOKLYN,07346,0029,315,,AVE V E 14 ST,AVE V E 14 ST,MELLETT PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0996067,0156777,
3073570071,3,BROOKLYN,07357,0071,315,,NECK ROAD,NECK ROAD,JOE GALAPO PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0999043,0157146,
3073710052,3,BROOKLYN,07371,0052,315,2575,CONEY ISLAND AVENUE,2575 CONEY ISLAND AVENUE,N.Y.C.P.D. 61ST PRECINCT,NYPD,0510,POLICE STATION,C,O,,,,,C,0995238,0155733,
3073710068,3,BROOKLYN,07371,0068,315,2555,CONEY ISLAND AVENUE,2555 CONEY ISLAND AVENUE,61ST PRECINCT PARKING,NYPD,1021,OUTDOOR PARKING - AGENCY VEHICLES,C,O,,,,,C,0995209,0155915,
3073710080,3,BROOKLYN,07371,0080,315,2525,CONEY ISLAND AVENUE,2525 CONEY ISLAND AVENUE,HOMECREST BRANCH LIBRARY,BPL,0332,BRANCH LIBRARY,P,L,,,,,C,0995219,0156128,
3073760032,3,BROOKLYN,07376,0032,315,,GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,NECK ROAD STATION,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0996754,0156122,
3073760032,3,BROOKLYN,07376,0032,315,,GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,NECK ROAD STATION,MTA,0890,OTHER TRANSPORTATION FACILITY,C,O,,,,,C,0996754,0156122,
3073810201,3,BROOKLYN,07381,0201,315,,NECK ROAD & E 22 ST,NECK ROAD & E 22 ST,PS 206 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0998564,0156737,
3073870001,3,BROOKLYN,07387,0001,315,2935,AVENUE W,2935 AVENUE W,SHEEPSHEAD BAY HOUSES/PLAYGRND,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,M,O,,,,,C,1000960,0156884,
3073870001,3,BROOKLYN,07387,0001,315,2935,AVENUE W,2935 AVENUE W,SHEEPSHEAD BAY HOUSES/PLAYGRND,PARKS,0430,PLAYGROUND/SPORTS AREA,M,O,,,,,C,1000960,0156884,
3073890001,3,BROOKLYN,07389,0001,315,2241,BATCHELDER STREET,2241 BATCHELDER STREET,NOSTRAND HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1001744,0156998,
3073930001,3,BROOKLYN,07393,0001,315,2298,KNAPP STREET,2298 KNAPP STREET,PS 194/LL- AMITY YOUTH COUNCIL,DCAS,1900,IN USE-TENANTED,C,O,,,1920,SHORT-TERM AGREEMENT,C,1002530,0157153,
3073930001,3,BROOKLYN,07393,0001,315,2298,KNAPP STREET,2298 KNAPP STREET,PS 194/LL- AMITY YOUTH COUNCIL,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1002530,0157153,
3073960044,3,BROOKLYN,07396,0044,315,1215,AVENUE X,1215 AVENUE X,,EDUC,0200,EDUCATIONAL FACILITY,P,L,,,,,C,0995764,0155030,
3073970168,3,BROOKLYN,07397,0168,315,,SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0995881,0155442,
3074050920,3,BROOKLYN,07405,0920,315,3650,NOSTRAND AVENUE,3650 NOSTRAND AVENUE,KINGS BAY BRANCH LIBRARY,BPL,0332,BRANCH LIBRARY,C,O,,,,,C,1000586,0156011,
3074051001,3,BROOKLYN,07405,1001,315,2985,AVENUE X,2985 AVENUE X,SHEEPSHEAD BAY HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1001080,0156062,
3074080001,3,BROOKLYN,07408,0001,315,2323,BATCHELDER STREET,2323 BATCHELDER STREET,NOSTRAND HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1001864,0156176,
3074200026,3,BROOKLYN,07420,0026,315,1801,AVENUE Y,1801 AVENUE Y,PS 254 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0997705,0154635,
3074220501,3,BROOKLYN,07422,0501,315,0,BEDFORD AVENUE,BEDFORD AVENUE,BILL BROWN MEMORIAL PLYGRD,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0999341,0155023,
3074240001,3,BROOKLYN,07424,0001,315,,AVE X AND BATCHELDER.ST,AVE X AND BATCHELDER.ST,IS 14 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1001439,0155421,
3074250002,3,BROOKLYN,07425,0002,315,3000,AVENUE X,3000 AVENUE X,SHEEPSD BAY HS & ATHL FLD (JOP,EDUC,0213,ACADEMIC HIGH SCHOOL,C,O,,,,,C,1001847,0155385,
3074250002,3,BROOKLYN,07425,0002,315,3000,AVENUE X,3000 AVENUE X,SHEEPSD BAY HS & ATHL FLD (JOP,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1001847,0155385,
3074360043,3,BROOKLYN,07436,0043,315,1511,AVENUE Z,1511 AVENUE Z,BMT BRIGHTON BCH R.O.W SIDING,MTA,0890,OTHER TRANSPORTATION FACILITY,C,O,,,,,C,0997042,0153552,
3074410471,3,BROOKLYN,07441,0471,315,,AVE Z,AVE Z,,PARKS,0440,PARK,C,O,,,,,C,0998927,0153742,
3074420001,3,BROOKLYN,07442,0001,315,2561,EAST 26 STREET,2561 EAST 26 STREET,YESHIVA OF KINGS BAY,DCAS,1900,IN USE-TENANTED,C,O,,,1910,LONG-TERM AGREEMENT,C,1000022,0154159,
3074420011,3,BROOKLYN,07442,0011,315,2623,AVENUE Z,2623 AVENUE Z,YESHIVA OF KINGS BAY,DCAS,1900,IN USE-TENANTED,C,O,,,1910,LONG-TERM AGREEMENT,C,1000027,0154039,
3074420028,3,BROOKLYN,07442,0028,315,,EAST 26 ST,EAST 26 ST,YESHIVA OF KINGS BAY,DCAS,1900,IN USE-TENANTED,C,O,,,1910,LONG-TERM AGREEMENT,C,0999952,0154186,
3074470001,3,BROOKLYN,07447,0001,315,2525,HARING STREET,2525 HARING STREET,PS 286  PLAYGROUND & DIST 22,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1001299,0154647,
3074470001,3,BROOKLYN,07447,0001,315,2525,HARING STREET,2525 HARING STREET,PS 286  PLAYGROUND & DIST 22,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1001299,0154647,
3074520001,3,BROOKLYN,07452,0001,315,3021-69,KNAPP ST,3021-69 KNAPP ST,PUMPING STN/SEWAGE DISPOSAL,DEP,1112,WASTEWATER PUMPING STATION,C,O,,,,,C,1002618,0154708,
3074560025,3,BROOKLYN,07456,0025,315,,SHORE PARKWAY,SHORE PARKWAY,HOMECREST PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0996112,0152811,
3074580018,3,BROOKLYN,07458,0018,315,2636,EAST 14 STREET,2636 EAST 14 STREET,SHEEPSHEAD BAY BRANCH LIBRARY,BPL,0332,BRANCH LIBRARY,P,L,,,,,C,0996630,0153187,
3074590356,3,BROOKLYN,07459,0356,315,,,,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0996896,0152898,
3074600001,3,BROOKLYN,07460,0001,315,1502,AVENUE Z,1502 AVENUE Z,SHEEPSHEAD BAY ROAD STATION,MTA,0861,TRANSIT WAY,C,O,,,,,C,0997003,0153386,
3074600004,3,BROOKLYN,07460,0004,315,,AVENUE Z,AVENUE Z,FORMER BRIDGE FOOTING,MTA,1520,NO USE-VACANT LAND,C,O,,,,,C,0997040,0153465,
3074600070,3,BROOKLYN,07460,0070,315,2602,EAST 17 STREET,2602 EAST 17 STREET,SHEEPSHEAD BAY #1 PRKNG FIELD,DOT,0872,MUNICIPAL PARKING - OUTDOOR,C,O,,,,,C,0997388,0153418,
3074740001,3,BROOKLYN,07474,0001,315,2675,EAST   29 STREET,2675 EAST   29 STREET,PS 52 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1000876,0153641,
3074740001,3,BROOKLYN,07474,0001,315,2675,EAST   29 STREET,2675 EAST   29 STREET,PS 52 & PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1000876,0153641,
3074810001,3,BROOKLYN,07481,0001,315,3068-20,AVENUE Z,3068-20 AVENUE Z,CONEY ISLAND WPCP,DEP,1114,SLUDGE DE-WATERING FACILITY,C,O,,,,,C,1002734,0153911,
3075480077,3,BROOKLYN,07548,0077,314,,KENMORE PL,KENMORE PL,HOT SPOT TOT LOT PLAYGROUND,PARKS,0411,NEIGHBORHOOD SITTING AREA,C,O,,,,,C,0996264,0169185,
3075510026,3,BROOKLYN,07551,0026,314,2310,GLENWOOD ROAD,2310 GLENWOOD ROAD,PS 152 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0996943,0169760,
3075520054,3,BROOKLYN,07552,0054,314,2886,BEDFORD AVENUE,2886 BEDFORD AVENUE,MIDWOOD HS SCIENCE ANNEX,EDUC,0213,ACADEMIC HIGH SCHOOL,C,O,,,,,C,0997181,0169724,
3075520100,3,BROOKLYN,07552,0100,314,4896,BEDFORD AVENUE,4896 BEDFORD AVENUE,BROOKLYN COLLEGE,CUNY,0222,SENIOR COLLEGE,O,O,,,,,C,0996856,0169082,
3075530041,3,BROOKLYN,07553,0041,314,2502,GLENWOOD ROAD,2502 GLENWOOD ROAD,MIDWOOD HS,EDUC,0213,ACADEMIC HIGH SCHOOL,C,O,,,,,C,0997473,0169837,
3075560150,3,BROOKLYN,07556,0150,314,2899,BEDFORD AVENUE,2899 BEDFORD AVENUE,BROOKLYN COLLEGE,CUNY,0222,SENIOR COLLEGE,O,O,,,,,C,0997989,0169288,
3075570032,3,BROOKLYN,07557,0032,314,2804-06,GLENWOOD ROAD,2804-06 GLENWOOD ROAD,BROOKLYN COLLEGE OFFICES,CUNY,0222,SENIOR COLLEGE,O,O,,,,,C,0998163,0170238,
3075990067,3,BROOKLYN,07599,0067,318,1844,BROOKLYN AVENUE,1844 BROOKLYN AVENUE,N.Y.C.P.D. 63RD PRECINCT,NYPD,0510,POLICE STATION,C,O,,,,,C,1000448,0168068,
3076250001,3,BROOKLYN,07625,0001,314,2515,AVENUE L,2515 AVENUE L,PS 193 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,0998040,0165920,
3076290030,3,BROOKLYN,07629,0030,314,2500,NOSTRAND AVENUE,2500 NOSTRAND AVENUE,JHS 240 & PLAYGROUND (JOP),EDUC,0212,INTERMEDIATE SCHOOL,C,O,,,,,C,0999008,0166543,
3076290030,3,BROOKLYN,07629,0030,314,2500,NOSTRAND AVENUE,2500 NOSTRAND AVENUE,JHS 240 & PLAYGROUND (JOP),PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0999008,0166543,
3076290063,3,BROOKLYN,07629,0063,314,2558,NOSTRAND AVENUE,2558 NOSTRAND AVENUE,JHS 240  & PLAYGROUND,EDUC,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0999113,0166197,
3076290063,3,BROOKLYN,07629,0063,314,2558,NOSTRAND AVENUE,2558 NOSTRAND AVENUE,JHS 240  & PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0999113,0166197,
3076340008,3,BROOKLYN,07634,0008,318,,AVE L,AVE L,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1000354,0166139,
3076360031,3,BROOKLYN,07636,0031,318,,E 36 ST,E 36 ST,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1000832,0166666,
3076650158,3,BROOKLYN,07665,0158,314,,NOSTRAND AV,NOSTRAND AV,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,0999265,0164748,
3076700075,3,BROOKLYN,07670,0075,318,,FRAZER SQUARE,FRAZER SQUARE,FRASER SQUARE,PARKS,0410,SITTING AREA,C,O,,,,,C,1000566,0165154,
3076900104,3,BROOKLYN,07690,0104,315,2860,NOSTRAND AVENUE,2860 NOSTRAND AVENUE,PFC THOMAS NORTON MEN PLGD,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,0999547,0163189,
3077060001,3,BROOKLYN,07706,0001,318,3301,QUENTIN ROAD,3301 QUENTIN ROAD,PS 222 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1001129,0162979,
3077370151,3,BROOKLYN,07737,0151,318,942,E. 54TH ST.,942 E. 54TH ST.,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1005050,0170643,
3077440045,3,BROOKLYN,07744,0045,318,,ALBANY AVE,ALBANY AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1001692,0169575,
3077460128,3,BROOKLYN,07746,0128,318,,E 42 ST,E 42 ST,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1002162,0169308,
3077520041,3,BROOKLYN,07752,0041,318,,KINGS HIGHWAY,KINGS HIGHWAY,SUNNERS PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1003786,0169720,
3077580001,3,BROOKLYN,07758,0001,318,1037,EAST   54 STREET,1037 EAST   54 STREET,PS 251/JOP AND PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1005373,0169521,
3077580001,3,BROOKLYN,07758,0001,318,1037,EAST   54 STREET,1037 EAST   54 STREET,PS 251/JOP AND PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1005373,0169521,
3077620053,3,BROOKLYN,07762,0053,318,850,EAST   59 STREET,850 EAST   59 STREET,PAERDEGAT BRANCH LIBRARY,BPL,0332,BRANCH LIBRARY,P,L,,,,,C,1006469,0169769,
3077640001,3,BROOKLYN,07764,0001,318,,E 38 ST,E 38 ST,AMERSFORT PARK,PARKS,0440,PARK,C,O,,,,,C,1001179,0168318,
3077690017,3,BROOKLYN,07769,0017,318,1087,EAST 43 STREET,1087 EAST 43 STREET,EAST 43RD ST BLOCK ASSOC. GRDN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1002456,0168272,
3077750001,3,BROOKLYN,07775,0001,318,1800,UTICA AVENUE,1800 UTICA AVENUE,PS 152 ANNEX,EDUC,0211,ELEMENTARY SCHOOL,P,L,,,,,C,1004165,0168233,
3077820034,3,BROOKLYN,07782,0034,318,5613-19,FLATLANDS AVENUE,5613-19 FLATLANDS AVENUE,,EDUC,0230,OFFICE LEASED BY EDUC,P,L,,,,,C,1005989,0168997,
3077860001,3,BROOKLYN,07786,0001,318,3829,AVENUE K,3829 AVENUE K,PS 119 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1001256,0167365,
3077890162,3,BROOKLYN,07789,0162,318,,E 42 ST,E 42 ST,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1002150,0167423,
3077930077,3,BROOKLYN,07793,0077,318,,E 46 AVE,E 46 AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1003175,0167345,
3078080005,3,BROOKLYN,07808,0005,318,,HUBBARD PL,HUBBARD PL,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1001331,0166940,
3078180001,3,BROOKLYN,07818,0001,318,3824,FLATLANDS AVENUE,3824 FLATLANDS AVENUE,COMM EUGENE S SARSFIELS PLGD,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1001600,0165234,
3078200142,3,BROOKLYN,07820,0142,318,,SW EAST 40 ST,SW EAST 40 ST,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1002289,0166284,
3078380011,3,BROOKLYN,07838,0011,318,,E 58 ST,E 58 ST,JACOB JOFFE PARK,PARKS,0440,PARK,C,O,,,,,C,1006634,0167114,
3078440072,3,BROOKLYN,07844,0072,318,2062,SCHENECTADY AVENUE,2062 SCHENECTADY AVENUE,"MILL ROAD",DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1003562,0165803,
3078460011,3,BROOKLYN,07846,0011,318,,E 48 ST,E 48 ST,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1004059,0165739,
3078480138,3,BROOKLYN,07848,0138,318,,,,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1004578,0166300,
3078490001,3,BROOKLYN,07849,0001,318,5101,AVENUE M,5101 AVENUE M,PS 203 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1004867,0165935,
3078590115,3,BROOKLYN,07859,0115,318,,KIMBALL STREET,KIMBALL STREET,"LOTTS OR KIMBALLS LANE",DCAS,1900,IN USE-TENANTED,C,O,,,1920,SHORT-TERM AGREEMENT,C,1001824,0165010,
3078600017,3,BROOKLYN,07860,0017,318,1501-23,COLEMAN STREET,1501-23 COLEMAN STREET,,EDUC,0217,EARLY CHILDHOOD CENTER,P,L,,,,,C,1002044,0165138,
3078680039,3,BROOKLYN,07868,0039,318,2065,FLATBUSH AVENUE,2065 FLATBUSH AVENUE,FLATLANDS BRANCH LIBRARY,BPL,0332,BRANCH LIBRARY,C,O,,,,,C,1002800,0165091,
3078740001,3,BROOKLYN,07874,0001,318,,AVE N UTICA AVE,AVE N UTICA AVE,NYCTA BUS LOOP,MTA,0890,OTHER TRANSPORTATION FACILITY,C,O,,,,,C,1004437,0164936,
3078930052,3,BROOKLYN,07893,0052,318,1750,EAST 49 STREET,1750 EAST 49 STREET,BK EAST 15 GARAGE,SANIT,0940,COMBINED MAINTENANCE/STORAGE FACILITY,P,L,,,,,C,1004214,0164479,
3078940001,3,BROOKLYN,07894,0001,318,4901-23,AVE O E49 ST,4901-23 AVE O E49 ST,NYCTA FLATBUSH BUS DEPOT,MTA,0920,GARAGE,C,O,,,,,C,1004458,0164099,
3078940020,3,BROOKLYN,07894,0020,318,4902-24,AVENUE N,4902-24 AVENUE N,JAMES MARSHALL POWER PLGD,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1004426,0164486,
3079030062,3,BROOKLYN,07903,0062,318,,,,,DCAS,1500,NO USE,C,O,,,,,C,1006900,0164602,
3079160001,3,BROOKLYN,07916,0001,317,05811,EAST 59 STREET,5811 EAST 59 STREET,,EDUC,0212,INTERMEDIATE SCHOOL,P,L,,,,,C,1006062,0173942,
3079170001,3,BROOKLYN,07917,0001,317,375,EAST 59 STREET,375 EAST 59 STREET,M. FIDLER/WYCOFF HOUSE PARK,PARKS,0440,PARK,C,O,,,,,C,1006301,0174168,
3079170009,3,BROOKLYN,07917,0009,317,5902,DITMAS AVENUE,5902 DITMAS AVENUE,M. FIDLER/WYCOFF HOUSE PARK,PARKS,0440,PARK,C,O,,,,,C,1006246,0174058,
3079180114,3,BROOKLYN,07918,0114,318,410,EAST 83 STREET,410 EAST 83 STREET,EMS STATION 58/DIVISION 3,FIRE,0540,AMBULANCE STATION,C,O,,,,,C,1007033,0173383,
3079180126,3,BROOKLYN,07918,0126,318,8061,PRESTON COURT,8061 PRESTON COURT,EMS STATION 58/DIVISION 3,FIRE,0540,AMBULANCE STATION,C,O,,,,,C,1006948,0173310,
3079180145,3,BROOKLYN,07918,0145,318,1397,CHASE COURT,1397 CHASE COURT,DISTRICT 14 GARAGE,SANIT,0940,COMBINED MAINTENANCE/STORAGE FACILITY,P,L,,,,,C,1006756,0173520,
3079200001,3,BROOKLYN,07920,0001,318,860A,REMSEN AVENUE,860A REMSEN AVENUE,BKLYN TERMINAL MARKET,NYPD,0100,OFFICE,P,L,,,,,C,1008219,0174915,
3079460045,3,BROOKLYN,07946,0045,318,429,EAST 89 STREET,429 EAST 89 STREET,BED OF EAST 89 STREET,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,1008447,0174402,
3079600048,3,BROOKLYN,07960,0048,318,0,FOSTER AVENUE,FOSTER AVENUE,SAM CURTIS PARK,PARKS,0440,PARK,C,O,,,,,C,1007169,0172803,
3079690304,3,BROOKLYN,07969,0304,318,,KINGS HIGHWAY,KINGS HIGHWAY,,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,1004543,0170812,
3079690305,3,BROOKLYN,07969,0305,318,,E 52 ST,E 52 ST,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1004543,0170782,
3079780001,3,BROOKLYN,07978,0001,318,925,EAST 56 STREET,925 EAST 56 STREET,GLENWOOD HOUSES-COMM. BD #18,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1006214,0170614,
3079780250,3,BROOKLYN,07978,0250,318,,FARRAGUT ROAD,FARRAGUT ROAD,GLENWOOD HOUSES PLAYGROUND,PARKS,0430,PLAYGROUND/SPORTS AREA,C,O,,,,,C,1006512,0171268,
3079920022,3,BROOKLYN,07992,0022,318,639,E 87 ST,639 E 87 ST,,HPD,1410,IN USE-RESIDENTIAL STRUCTURE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1009113,0172881,
3079940024,3,BROOKLYN,07994,0024,318,,E 89 ST,E 89 ST,"BAY VIEW AVENUE",DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1009481,0173332,
3079980005,3,BROOKLYN,07998,0005,318,6565,FLATLANDS AVENUE,6565 FLATLANDS AVENUE,SOUTH SHORE HS & ALTHL FIELD,EDUC,0213,ACADEMIC HIGH SCHOOL,C,O,,,,,C,1007226,0170333,
3080120001,3,BROOKLYN,08012,0001,318,1440,PAERDEGAT AVENUE NORTH,1440 PAERDEGAT AVENUE NORTH,PAERDEGAT BASIN PARK,PARKS,0440,PARK,C,O,,,,,C,1009913,0168238,
3080120400,3,BROOKLYN,08012,0400,318,6080,FLATLANDS AVENUE,6080 FLATLANDS AVENUE,FLATLANDS AVE YARD,DOT,0912,FACILITIES MAINTENANCE,C,O,,,,,C,1007701,0169602,
3080180001,3,BROOKLYN,08018,0001,318,956,EAST   82 STREET,956 EAST   82 STREET,JHS 68 AND PLAYGROUND (JOP),EDUC,0212,INTERMEDIATE SCHOOL,C,O,,,,,C,1008891,0170779,
3080180001,3,BROOKLYN,08018,0001,318,956,EAST   82 STREET,956 EAST   82 STREET,JHS 68 AND PLAYGROUND (JOP),PARKS,0400,RECREATIONAL FACILITY,C,O,,,,,C,1008891,0170779,
3080220003,3,BROOKLYN,08022,0003,318,,,,"VARKENS HOOK ROAD",DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1009891,0171320,
3080340001,3,BROOKLYN,08034,0001,318,1070,EAST   83 STREET,1070 EAST   83 STREET,PS 276 & PLAYGROUND,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1009663,0170275,
3080361020,3,BROOKLYN,08036,1020,318,8413,AVENUE K,8413 AVENUE K,PRE-K ANNEX OF PS 276,EDUC,0211,ELEMENTARY SCHOOL,P,L,,,,,C,1010224,0170497,
3081090001,3,BROOKLYN,08109,0001,317,9101-33,DITMAS AVENUE,9101-33 DITMAS AVENUE,DITMAS PLAYGROUND,PARKS,0440,PARK,C,O,,,,,C,1008036,0175895,
3081120001,3,BROOKLYN,08112,0001,317,,DITMAS AVE,DITMAS AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1008872,0176270,
3081160001,3,BROOKLYN,08116,0001,318,855,REMSEN AVENUE,855 REMSEN AVENUE,BWSO BKLN SOUTH WTR/SWR REPAIR,DEP,0940,COMBINED MAINTENANCE/STORAGE FACILITY,C,O,,,,,C,1008500,0175112,
3081290060,3,BROOKLYN,08129,0060,318,811,EAST 96 STREET,811 EAST 96 STREET,PS 66,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1010027,0175668,
3081340001,3,BROOKLYN,08134,0001,318,101-01,FOSTER AVENUE,101-01 FOSTER AVENUE,10101 FOSTER AVENUE REALTY LLC,DCAS,1900,IN USE-TENANTED,C,O,,,1910,LONG-TERM AGREEMENT,C,1011181,0176655,
3081340001,3,BROOKLYN,08134,0001,318,101-01,FOSTER AVENUE,101-01 FOSTER AVENUE,10101 FOSTER AVENUE REALTY LLC,EDC,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1011181,0176655,
3081340301,3,BROOKLYN,08134,0301,318,104-01,FOSTER AVENUE,104-01 FOSTER AVENUE,BT FOSTER LLC (FORMER BERNICE),DCAS,1900,IN USE-TENANTED,C,O,,,1910,LONG-TERM AGREEMENT,C,1011558,0176976,
3081340301,3,BROOKLYN,08134,0301,318,104-01,FOSTER AVENUE,104-01 FOSTER AVENUE,BT FOSTER LLC (FORMER BERNICE),EDC,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1011558,0176976,
